tweet	label
معتقدات هذا المرشح الأمريكي الدينية وزواجه تمنعه من الاختلاء بالنساء فهل سيهاجمه المطالبون والمطالبات باسقاط الولاية على النساء في السعودية؟؟؟ #إقرار_اسقاط_الولاية_بعد_ال١٨ #السعوديات_يطالبن_بحفظ_الولاية	NEG
آآآآهــ آآهـ موعودين ان شاءالله مع دمعة الفرح #سعوديات_نطلب_اسقاط_الولايه1095 #إقرار_اسقاط_الولاية_بعد_ال١٨ https://twitter.com/SANDARA2112/status/1149886110086193152 …	POS
#اقرار_اسقاط_الولايه_بعد_ال١٨ للأسف ( الممارسة السلبية ) من بعض من ولي أمر المرأة كالأب أو الأخ أو الزوج وحتى الإبن ، خلقت جو كارها منفرا ، لمفهوم الولاية الشريعة المنصفة والعادلة للمرأة !! كم من المآسي لنساء سلبن حقوقهن ، وعلق تنفيذ بيعهن وشرائهن تحت مظلة الولاية الشرعية!	POS
#سعوديات_نطلب_اسقاط_الولايه1095 #اقرار_اسقاط_الولايه_بعد_ال١٨ #إقرار_اسقاط_الولاية_بعد_ال١٨ سمعوني صياحكم يامعارضين بالدور حبايبي https://twitter.com/KSANews9/status/1149752534505889792 …	POS
#إقرار_اسقاط_الولاية_بعد_ال١٨ سلبيات إسقاط الولاية(من وجهه نظر عبدة العادات والتقاليد): السماح للمرأه بإنهاء إجراءاتها بحريه وبدون الحاجه لرجل ، تسهيل حياتها وتخلصها من التعقيدات و القيود اللي مالها داعي والنظر للمرأه ك إنسان كامل الأهليه ولها كيان خاص منفصل عن الرجل ولها حريه. pic.twitter.com/Rb9wZ9NtW7	POS
#إقرار_اسقاط_الولاية_بعد_ال١٨ ايجابيات إسقاط الولاية: ١-اكمال المرأه المحرومه من التعليم لتعليمها. ٢-عدم إجبار المرأه و القاصر على الزواج. ٣-خروج سجينات ونساء دور الرعايه اللي لهم سنين بالسجن(بدون وجه حق) دون الحاجه لموافقه ولي الأمر. pic.twitter.com/9KNoNiJAit	POS
#اقرار_اسقاط_الولايه_بعد_ال١٨ فخوره لاني تحت ولاية رجل عظيم حكيم وعادل بقوله وفعله وولاية من يخاف علي من ادنى اوجاع الدنيا واذى البشر وخبثهم وولاية من يحافظ علي ويسعدني ويساندني فخوره جدآ لانه يجعلني شامخة ابي جعلك الله بحفظه وبقلبي دآئما دمت لي فخرا عن تفاهات العالم.	NEG
انتظر هالقرار وبفارغ الصبر اتمنى يتحقق عشان نقدر نعيش حياه طبيعيه . #اقرار_اسقاط_الولايه_بعد_ال١٨	POS
#إقرار_اسقاط_الولاية_بعد_ال١٨ #انا_ارفضpic.twitter.com/H9xOef8q2A	NEG
ابي الزمن الي نقول فيه كيييف كنا عايشين كذا ابغاه يجي بسرعه #إقرار_اسقاط_الولاية_بعد_ال١٨	POS
#إقرار_اسقاط_الولاية_بعد_ال١٨ يازفت انتي وهي الي تكتب فخوره اني تحت ولاية رجل عادل ووو... طيب في منا الي متوفي ابوها في منا اللي تحت وصاية عمامها الضلام في منا من تحت وصاية اخوانها وموب كل الاخوة سند اتركونا نعيش بطمأنينه	POS
#إقرار_اسقاط_الولاية_بعد_ال١٨ المهم لاعاد تبلشونا ولاتجون تتكلمون بااسامينا حنا اللي نبي نعتمد على انفسنا بعملنا مو تجي الوحدة تحب التسدح والتبطح والنوم وعالة على نفسها والمجتمع وتقول لا انا فخوره بوليي لاتسقطونها انتي تبين النساء يصيرون زيك ! يلا فارقو احنا رايحين ل٢٠٣٠	POS
شكلي لما سئلوني لماذا انا مع #اقرار_اسقاط_الولايه_بعد_ال١٨ عن المرأه: pic.twitter.com/SOV5RAMyKT	POS
#اقرار_اسقاط_الولايه_بعد_ال١٨ اللي تقول مابي اسقط الولايه .. ترا محد ماسك عليك عصى وقال اسقطيها خلك معها وخلك تحت ولاية ذكر عادي انتي دره.. بس لاتتدخلين بغيرك وانثبري	POS
#اقرار_اسقاط_الولايه_بعد_ال١٨ {قد أفلح المؤمنون} وأول صفاتهم{في صلاتهم خاشعون} وختمت صفاتهم ب{على صلواتهم يحافظون} جزاؤهم {يرثون الفردوس هم فيها خالدون} وسيسأل أهل النار {ماسلككم في سقر}؟{لم نك من المصلين} هذه هي أهمية الصلاة وفيها الفلاح فلا تفرط فيها	NEG
لا اريد ان اكون وراء رجل عظيم - اريد ان اكون امرأه عظيمه #سعوديات_نطلب_اسقاط_الولايه1095 #إقرار_اسقاط_الولاية_بعد_ال١٨	POS
#بقلبي_كلمه_اقولها ييلااااااا عااااااد بسررععهه!! #إقرار_اسقاط_الولاية_بعد_ال١٨ #سعوديات_نطلب_اسقاط_الولايه1095	POS
كل واحد يمسك بنته واخته وزوجته ولا يزعجنا #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
فيه اشباه رجال راح يتخلوا فورا عن واجباتهم اذا صدر وفيه امهات وبنات راح بتعبوا كثير لانهم تحملوا الحياة كلها بتعبها من دون ولي المرأة تحتاج الرجل اعرف ام عندها 6اولاد وبنات كبار وبرضها تحتاج لظل رجل وتريد الزواج ليقوم بها او يخدمها احتياج لاينتهي #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
بعد مناظر اليوم المفروض ولا فسوية تجرأ ان تقول لاي احد عبدة الذكور …بصراحة اكثر من العبودة في الصراخ والتشجيع والهبال لمجموعة رجال …يستاهلون هذي الجائزة بجدارة. #اقرار_اسقاط_الولاية_بعد_ال١٨ pic.twitter.com/3HNEImDVsc	NEG
#إقرار_اسقاط_الولاية_بعد_ال١٨ اتوقع اني الوحيده الي ماهتميت لذا القرار لانه سواء اسقطوها او لا الواحد يحتاج يكون عنده ولي امر وسند له، واحب اذكركم مو يعني اسقطوها بتتغير حياتكم لانه مجرد قرار وكل مين على بيئته الي عاش فيها	NEG
صدقوني ماينفع المساواه مع الرجال في المجتمع العربي لازم اولا نعيشهم في ظلم واضطهاد الفين سنة كذا يعيشو نفس الوضع الي عاشته المراة وبعدين لما تتساوى الكفتين بالمعاناه نرجع نعيش حبايب من جديد ونتساوى #إقرار_اسقاط_الولاية_بعد_ال١٨	POS
اسقطها يابو سلمان تكفى #اقرار_اسقاط_الولايه_بعد_ال١٨	POS
اسعى ليوم املك فيه قراري بنفسي واعيش حره لا تابعه لذكر #اقرار_اسقاط_الولايه_بعد_ال١٨	POS
"#ساعه_استجابه اللهم بشر المرأة السعودية بما يسرها قريبا"" اقرب مما نتوقع #اقرار_اسقاط_الولايه_بعد_ال١٨"	POS
يارب لك الحمد ع القرار #اقرار_اسقاط_الولايه_بعد_ال١٨	POS
يارب فرج من عندك عاجل غير اجل #اقرار_اسقاط_الولايه_بعد_ال١٨	POS
#اقرار_اسقاط_الولايه_بعد_ال١٨ ياوطني الى اين؟؟؟ اللهم سلم	NEG
اروح اشتري اغراض الغداء الي ناقصه وارجع الاقي بابا مرتب ومجهز القهوه،وذولي يبوني اسقط ولاية ابو زي كذا،خبتم وخاب مسعاكم #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
فتاة سعودية تتحول من إنسان مُميز إلى حيوان جميل| ووزيرة خارجية كندا في استقبالها (English Subtitle)https://www.youtube.com/watch?v=dICnr1UOvqo … @Maher_Ameer_ @Y_BinOmar @ayedh_RS @lllMindlll #اقرار_اسقاط_الولايه_بعد_ال١٨ #يوم_الجمعهpic.twitter.com/YhO9O9gKON	NEG
#إقرار_اسقاط_الولاية_بعد_ال١٨ للي للحين يحسب ان إسقاط الولايه بعدها دشره وزحفان pic.twitter.com/Fam8coRwMO	NEG
#اقرار_اسقاط_الولايه_بعد_ال١٨ ليش واحدة كبيرة تنجبر اني تاخذ موافقتي على أي شي. يمكن طيب ارفض واهي اللي صح وانا اللي غلط	POS
#معصيتي__راحتي #إقرار_اسقاط_الولاية_بعد_ال١٨ #سعوديات_نطلب_اسقاط_الولايه1091 قال تعالى : وَلاَ تَحْسَبَنَّ اللّهَ غَافِلًا عَمَّا يَعْمَلُ الظَّالِمُونَ إِنَّمَا يُؤَخِّرُهُمْ لِيَوْمٍ تَشْخَصُ فِيهِ الأَبْصَارُ .	POS
#اقرار_اسقاط_الولايه_بعد_ال١٨ مصيبه اذا بعض البنات تفكيرهم ان الحرية تفصخ وتعري وتطلع وتروح وتجي مع شباب براحتها مصيبه اذا مبسوطين ع قرار ظناً منكم انه بترتاحين وانتي تعصين امك وابوك وتحققين القذاره اللي في راسك ،، ترا أبداً مو كذا الأمر !	NEG
#المرأة_السعودية ستخرج قريبا من السجن الكبير الذي يديره الرجال Saudi Arabia 'planning to relax male guardianship laws' https://www.theguardian.com/world/2019/jul/11/saudi-arabia-planning-to-relax-male-guardianship-laws?CMP=share_btn_tw … #إقرار_إسقاط_الولاية_بعد_الـ18	POS
من افضل الانجازات لسنة ٢٠١٩ عالميا #إقرار_اسقاط_الولاية_بعد_ال١٨	POS
#إقرار_اسقاط_الولاية_بعد_ال١٨ ننتظر اعلان القرار بشكل رسمي بفارغ الصبر ، الحق لجميع النساء الام والأخت والزوجة والابنة في أرضها و وطنها ، الثقة لبنات الوطن العظيمات من معلمة وطبيبة ومحامية و مهندسة ومربية ، الحقوق للجميع بلا استثناء #تمكين_المرأة	POS
القرار جدا جميل ، الواحد لأخذ الله امانته يتأكد ان أولاده و زوجته و بناته ما راح يكون تحت ولاية ولي ظالم ، أصابع اليد ليست سواسية.. ولا يخالف الشريعة ابدا ، ستصفقون للقرار قريبا كما صفقتم للقيادة #إقرار_اسقاط_الولاية_بعد_ال١٨ #اقرار_اسقاط_الولاية_بعد_ال١٨ pic.twitter.com/xIMVOeaJtW	POS
#سعوديات_نطلب_اسقاط_الولايه1094 ... ((( مين انت عشان اناقشك انا قضيتي اكبر من اقناعك واضيع وقتي عليك)))..... رد لكل سلتوح يسالني عن الولاية اذا سقطت وش تسوين يا سلتوح افهم بقى #إقرار_اسقاط_الولاية_بعد_ال١٨	POS
#إقرار_اسقاط_الولاية_بعد_ال١٨ واخيراً تذكرو انه في حجة الوداع قال الرسول صلى الله عليه وسلم كما جاء في القرآن ( اليوم اكملت لكم دينكم واتممت عليكم نعمتي ورضيت لكم الإسلام دينا) معناته ان الإسلام صالح لكل زمان ومكان	NEG
#إقرار_اسقاط_الولاية_بعد_ال١٨ وصدقوني لو طبقنا تعاليم ديننا الحنيف وخذينا من سيد البشر قدوه لنا في التعامل سواء مع البنت او الزوجه وكيف كان صلى الله عليه وسلم يتعامل معهن ما احتجنا الغرب ولا حقوق المرأه او ما يدعيه الآن الليبراليه من اعطاء المرأه حريتها	NEG
#إقرار_اسقاط_الولاية_بعد_ال١٨ وأتحدا أي ديانه اهتمت في امر المرأه كما هو الحال في ديننا الإسلامي لقد كرمها وحفظ مكانتها واتمنى ان بدل ما تخوضو في اعراض المسلمين ان تتعلمو دينكم وكيفية التعامل المرأه وإعطائها حقوقها	NEG
#إقرار_اسقاط_الولاية_بعد_ال١٨ الحمد لله ان الشعب صار واعي ويعرف مغزى هذه الحملات ولكنهم يروننا مغفلين ويرون ان بناتنا واعراضنا سهل الوصول لهن عن طريق استعطافهن بحجة اعطائها الحريه وما يعرفون ان الدين الإسلامي حفظ لها حقوقها وانه اتى ليحررها من قيود الجاهليه وحرم وأد البنات	NEG
لعنة الله على كل من يتمشى بهاذا القرار الفاشل #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
قرار فاشل ومن اقرة او يشجعة افشل #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
استغرب من اللي يربطون بين اسقاط الولاية وبين الاحترام والحب داخل نطاق العائلة، اللي تقول أنا مبسوطة وأهلي كويسين! ايش دخل يا اختي؟ ماهذه السطحية؟ اسقاط الولاية يضمن التعامل مع المرأة كإنسان بالغ عاقل أمام الانظمة المدنية في مؤسسات الدولة. #اقرار_اسقاط_الولايه_بعد_ال١٨	POS
"الحمد لله على ولاية الأخ والزوج اللهم احفظهم لنا وأطل أعمارهم ،، أقل مايقال عن إسقاط الولاية أنه ""نكران للجميل"" فكيف وهو يعارض الدين؟؟ #اقرار_اسقاط_الولايه_بعد_ال١٨ #إقرار_اسقاط_الولاية_بعد_ال١٨"	NEG
#اقرار_اسقاط_الولايه_بعد_ال١٨ احمدالله سبحانه وتعالى اني تحت ولاية حُكامّ الدوله آل سعود ثماً تحت ولاية أبوي وأخواني لأن هُم الاولى والأهم في رعايتي ومصلحتي لاني عارفه انهم ماراح يقصرون في حقي مهما كان ولا راح يوقفوني عن طموحاتي. #شكراً_أبوي_وأخواني pic.twitter.com/lzPQQ17EpR	NEG
#إقرار_اسقاط_الولاية_بعد_ال١٨ مايرفض اسقاط الولاية الا ثلاث : 1- عبدة. 2- ذكر غير واثق بتربية بيته 3- ذكر ظالم وزارف حقوق اهل بيته واتحدى تجيبون لي سبب مقنع يخليها ماتسقط	POS
#اقرار_اسقاط_الولايه_بعد_ال١٨ ياهل القلوب المغله والعناء والفسااد والعمله اللي تقود الناااس للتهلكه بناااتنااا مالهن بالبهرجه واالعناااد ودرب الرداااء ماتنزل راسها وتسلكه تشمخ سمااااء للسماااء حره اما العبااد واللي يحاول يخربط فكرها تبلكه #قروب_اغلى_وطن	NEG
الأفضل يكون قرار اختياري ومن يثبت سوء ولايته على أهل بيته يمنع من تلك السلطه لربما وقع أمر الانثى بيد جاهل #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
#اقرار_اسقاط_الولايه_بعد_ال١٨ الأنظمة تُلزم ابنائنا ولاتربيهم. التربية مسئوليتك أنت ياخي أتعب في تربية ابنائك ازرع فيهم القيم النبيلة والمبادئ السامية التي لاتسقط متى ماسقط نظام ما او تغير. مو ذنبنا ياخي ننحرم من حق لانك ماتعبت في تربية بناتك وخايف ينحاشون اذا سقطت الولاية .	POS
#اقرار_اسقاط_الولايه_بعد_ال١٨ لدي أب حينما أنظر إليه أعرف بأن هذا ما تعنيه كلمة حياة.	NEG
فيما عدا الأذن بالسفر والتزويج...... أنا أدعم #اسقاط_الولاية #إقرار_اسقاط_الولاية_بعد_ال١٨	NEG
#إقرار_اسقاط_الولاية_بعد_ال١٨ مبروك للأخوات في السعودية الحين دبرو فلوس التذكرة للسفر وهذا وجهي ان قدرتو تسافرون وتعيشون بدون ولايه والي تقدر إما انها بنت عيله غنيه أو بتصير عاهره في مرقص	NEG
تكمن رجولة السعودي بإحتياج الانثى اليه وتنقص باستقلاليتها عنه ،، #إقرار_اسقاط_الولاية_بعد_ال١٨ #اسقاط_الولاية	POS
لماذا الليبرالي الخبيث الحقير عندما ترغب الموظفة في السفر لابد من موافقة مديرها ولا يستنكر وهوحكم بشر واذا قال الولي لبنته او زوجته ابقي في المنزل استر وانقا واطهر لك وهو حكم الله طالت السنتهم با النباح ينفذون حكم البش ويتركون حكم الله #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
#اقرار_اسقاط_الولايه_بعد_ال١٨ . كلمة بعنوان : « #اسقاط_الولاية » . وفيها بيان للولاية الشرعية والرد على دعاوى المخالفين من العلمانيين والليبراليين والمفسدين .. للشيخ حمد بن عبدالعزيز العتيق . @HamadAlateqhttps://youtu.be/r5TOK325KzQ	NEG
صفات زوج الفسويات المثالي الله لا يبلانا #اقرار_اسقاط_الولاية_بعد_ال١٨ https://twitter.com/iambaderkhalaf/status/1149024137135960070 …	NEG
قسم بالله فيه شي غريب نزلت تغريده واغلب الردود كانت من حسابات كلها جديده ماطلعت الا على الهاشتاق هذا الوضع مايطمن فيه شغل خفي وبقوه #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
هل تعلم أن الغرب لم يكن يأكل الطماطم لأن الغرب كان يعتقد أنه (سام) ومُضر؟! #عقلانيون #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
هل تعلم أن اليزابث ملكة أسبانيا لم تغتسل في حياتها إلا مرة واحدة وتفتخر بذلك ؟! #عقلانيون #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
#إقرار_اسقاط_الولاية_بعد_ال١٨ الحمدُ لله دائماً وأبد رزقِي بزُوج يُحافظ علي ويُسعدني ويُساندني ، جعلك الله بحفظه وبقلبي دائماً دمت لي فخراً عن تفاهات العالم	NEG
(يعني لما تقولي أطالب بإسقاط الولاية أنتي لاتريدين سلطة ابوك واخوك واهلك عليك،تبين تتمردين عليهم) كلام عفى عليه الزمن وصار شكلك مضحك وأنت تقوله بظنك تحجر لها وتسكتها!! محنا مبررين لك شي وبنطالب ومالك شغل باللي بيننا وبين أهلنا ياحشرة ياذكر ويادرة #إقرار_اسقاط_الولاية_بعد_ال١٨	POS
مشكله ستواجهها النسويات السعوديات اذا تم الغاء قيد السفر : مالذي تبقى لنا لنصنع منه قضية ومظلوميه نتباكى عليها ؟ #اقرار_اسقاط_الولايه_بعد_ال١٨ #سعوديات_نطلب_اسقاط_الولايه1092https://twitter.com/Mo_Alsuwayed/status/1149252982879506432 …	NEG
الولاية لم تضرني ولن تضرني نحن نتحدث عن لسان الالاف من المتضررات نناضل لأجلهن #إقرار_اسقاط_الولاية_بعد_ال١٨ https://twitter.com/hessahR2030/status/1149033261546557440 …	POS
#إقرار_اسقاط_الولاية_بعد_ال١٨ لن تسقط الولاية بإذن الله ، فنحن لسنا مثل الغرب إذا وصل عمرها ١٨ تفعل ما تشاء ، أبوك وأمك يتعبون في تربيتكم وأنتم تريدون إسقاط ولايتهم عنكم ....	NEG
#اقرار_اسقاط_الولاية_بعد_ال١٨ .. لما_اشوف هالتاق استغرب .. و يحق لي .. لأننا تربينا في بيت ابوي و اخواني أكبر سند لنا و مستحيل أخطو خطوة إلا باستشارتهم و بركة دعواتهم .. الهاشتاق اللي يناسبني #شكراً_عائلتي	NEG
#اقرار_اسقاط_الولايه_بعد_ال١٨ هداكم الله كفو عن العبث ب الدين	NEG
الي مسوي الهشتاق هذا قسم بالله ماعنده عقل ولا ضمير مريض الله يشفيه فيه ناس يبغالها اعادة هيكله #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
#صباح_الخير لكل النسويات ، و أخص بالذكر أولئك اللواتي ينعمن في حياتهن الخاصة بالحرية و الوفرة و الاستقلالية و التمكين .. و لكنهن يناضلن لرفع الظلم عن الأخريات ..هذا آداء عظيم في اختبار الحياة .. أنتن تصنعن التاريخ المشرف للنسوية السعودية . #اقرار_اسقاط_الولاية_بعد_ال١٨	POS
الف مبروك لخواتنا في المملكة العربيه السعودية شكرا محمد بن سلمان لدحر الرجعيه والتخلف استمر في الإصلاحات وفقك الله ياسمو ولي العهد ولا عزاء للكهنه #إقرار_اسقاط_الولاية_بعد_ال١٨	POS
حرررر اسقاط ما اسقاط مافيه كلن تزم ارضها وتبرك ماعندنا بنات يختون على كيفهم ولمكم صدز الخلا خلي ملطعش #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
#سعوديات_نطلب_اسقاط_الولايه1093 #اقرار_اسقاط_الولاية_بعد_ال١٨ لا إنفراج إلا بعد شدة ولا معنى للحرية إلا بعد الاسر والعبودية. - مالكوم إكس pic.twitter.com/4Bm3kbb5IL	POS
اهلك لا تهلك الأب _الاخ _الام_هما الامن والأمان #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
#اقرار_اسقاط_الولايه_بعد_ال١٨ نسال الله السلامه والعافيه اللهم سلم سلم	NEG
هذا قرار يدلُّ دلالةً عميقة على المآل الذي ينتظر المملكة، هذا القرار ليس إلا حثًّا للخُطَى نحوَ الهاوية... #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
#اقرار_اسقاط_الولايه_بعد_ال١٨ الرجل الحقيقي لن تسقط ولايته اوراق او نظام او قرار ومن سقطت ولايته داخل بيته ، تستاهل لحيته .	NEG
#اقرار_اسقاط_الولايه_بعد_ال١٨ الأب ، الأخ ، الزوج ، وكل من سخرهم الله لك من محارمك لن تجدي الأمن والأمان والتكريم والعز إلا تحت ولايتهم فلا تتشدقي بإسقاطها فيتولاك شياطين الأنس والجن عندها ستسقط كرامتك وتضيع حقوقك قال ابن عباس {الرِّجَالُ قَوَّامُون على ٱلنِّسَآءِ} يعني أمراء	NEG
هم يُرِيدُون إسقاط الولاية ومن ثم إدخالك (الزريبة) أختي المسلمة المؤمنة ليس لك عز وكرامة إلا بالعفة والعفاف ودينك الذي حفظ لك الحقوق وأمرك بالواجبات. #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
#اقرار_اسقاط_الولايه_بعد_ال١٨ هذا الجيل يحتاج إلى الولاية اكثر من اي وقت مضى ونتمنى ان يشمل حتى الاولاد الذكور إلى سن ٣٠ جيل لا يستطيع تحمل المسؤولية جيل فاشل	NEG
سحقاً لكل من رمتهم الأمواج على ضفاف شواطئنا وقاموا ينبحون ويشوهون سمعة هذا البلد سحقاً لكل من أنكر أصله يطالبون بأشياء من نسج خيالهم وكأن أهلهم معيشينهم بزريبه مع أني أرى فعلاً هذه عيشتهم ولاكن أهل البلد معززين مكرمين لا نحتاج الى نباح مزعج من حولنا #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
ما كان فى ماضى الزمان محرما ** للناس فى هذا الزمان مبــاح صاغوا نعـوت فضائل لعيـوبهـم ** فتعـذر التمييز والاصلاح فالفتك فن والخداع سيـاسـة ** وغنى اللصوص براعة ونجـاح والعرى ظرف والفسـاد تمـدن ** والكذب فن والرياء صـلاح #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
انجاس العرب يعتقدون ان المال السعودي حق عام ويروجون لفكرتهم على كل منبر. وانجاس الخليج يعتقدون ان القرارات الداخلية للمملكة لاتخص المملكة وحدها وتحتاج مباركتهم عليها. وأنجاس المملكة مثل النفاثات في العقد يخلقون الانقسامات لمصالحهم. #فعاليات_الترفيه #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
#اقرار_اسقاط_الولايه_بعد_ال١٨ المرأه السعوديه رائده في كعالمه وباحثه وطبيبه ومجالات كثيره مبروك لك وتستحقين الافضل عاشت السعوديه وشعبها الطيب	POS
يا من تنتظري القرار تذكري ،، إن لم يكن لك أب ولايته سارية فأن لك رب لا تخفى عليه خافيه #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
هل يعتقدون ان يفسد النظام اولادنا ويزرع الفتنه وخلل داخل الاسرة ونقف مكتوفي الايدي هل تعتقدون اننا بهذه الدرجة من الجبن والخنوع #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
لاتخلطون الحابل بالنابل اللي يبون إسقاط الولايه كلهم متجنسات م فيهم بنات سعوديات وبنات قبايل اتكلم بلساني ولسان كل بنت سعوديه المطالبات المستمره ب إسقاط الولايه م تشملنا ولا ندعمها بالعكس فخورين فيهم وتاج على روسنا والله يخليهم لنا ذخر يارب #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
ياااااارب عجل بالقرار #اقرار_اسقاط_الولايه_بعد_ال١٨	POS
﻿#سعوديات_نطالب_باسقاط_الولايه7 واخيرا انظرن إلى حال الاجنبات وكيف يعشين الضياع والخيانة والشكوك اللهم رضيت بك وبالاسلام دينا وبمحمد رسولا	NEG
#سعوديات_نطالب_باسقاط_الولايه7 *إلى كل جاهلة شاركت ستتحملين كل سلبيات وسيئات مشاركت الى قيام الساعة	NEG
#سعوديات_نطالب_باسقاط_الولايه7 * الى كل من طالبت اتقي الله لا تضيعي بنات المسلمين عشان انتي ضعتي	NEG
#سعوديات_نطالب_باسقاط_الولايه7 ولكن نحن معشر الرجال سنطالب بمشاركة المرأة في السكن والنفقة على الاطفال	NEG
#سعوديات_نطالب_باسقاط_الولايه7 ليس إسقاط!! بل تريد بعض النساء أن تشارك الرجل في بعض مسؤلياته كالولاية والقيادة والقوامة..	POS
#سعوديات_نطالب_باسقاط_الولايه7 6 لو لم تكوني أنت في حياتي، ما كان في الأرض هواء أو مياه أوشجـر، مـا كـان في الأرض بشـر	POS
#سعوديات_نطالب_باسقاط_الولايه7 نبي نحس بقيمة الذات بالذات وأحدٍ يحس بزعلنا لا زعلنا الحلم ماهوبالقيادة والإثبات حنا نبي من يرفع الظلم عنا	POS
#سعوديات_نطالب_باسقاط_الولايه7 هذا ما ترديه الليبراليات ختلاط وقله حياء حسبي الله عليكم... (( الرجال قوامون على النساء)) pic.twitter.com/M9kIxUmw2O	NEG
#سعوديات_نطالب_باسقاط_الولايه7 لا يوجد مذهب يكرم المرأه ويحفضها غير الاسلام ابي افهم انتم مسلمين ولا وش وضعكم كلام قله ادب و هشتاق متناقض	POS
#سعوديات_نطالب_باسقاط_الولايه7 كانها الولايه محكوميه سجين يطالب بفك آسره	NEG
ذولا هم الي يطالبون ب إسقاط الولايه. وصاحبات النقاب تحت رجلي! للأسف ناس هابطه جداً ل ابعد حد وكميه رخص.	NEG
نابحو لحد م يبدأ الترم الثاني... أكثركم يتميلح هذا أولا ثانياً أكثركم مبزرة وصغار ب السن واضح من الصور م يحتاج ثالثا خلوكم نفس إسقاط الولاية كل شهر تاق الا وينهم؟!! لهم فقده هههههههههههههههههههههه#FreeInHijab	NEG
ليتكم على اسقاط الولايه ابرك من النقاب تحت نعالي يانويقصات	NEG
"أم لثلاثة أطفال و حامل بالرابع، مو عارفة تتصرف لحالها بالمستشفى و بكل خطوة تنادي زوجها يكلم الإستقبال أو الممرضة، حتى غرفة الطبيبة مو عارفة تدخلها لحالها خلت زوجها يوصلها للباب. للأسف ماهم قلة هالنوعية من النساء و بالغالب ""ضد إسقاط الولاية"" لهالسبب"	NEG
هروب_سحر_الجنوب انا احسبها وحده اسمها سحر من الجنوب . وهربت من السعوديه الله يقلعكم ياحقين إسقاط الولايه اشغلتونا	NEG
صده ان حقهم ذا اسقاط الولايه تعدى حلقات ون بيس في الرقم او انه بطول حلقات ون بيس يا رب فهمت على شرحي	NEG
الله ياخذ حقين إسقاط الولايه قروشونا.	NEG
راضين نسقط الوالايه بس عليكم جميع متطلبات الحياة #سعوديات_نطالب_باسقاط_الولايه7	NEG
#سعوديات_نطالب_باسقاط_الولايه7 0 انا اشوف الولي الامان والدفئ والظلال وكل كلمة خير تشمله لااخلاا ولااعدم	NEG
القوامة معناها: القيام على الشيء رعاية وحماية وإصلاحاً. قال تعالى: (الرجال قوامون على النساء .اية النساء34]. #سعوديات_نطالب_باسقاط_الولايه7	NEG
من جانب الوزير الجبير ..يريد تحقيق الديموقراطية في سوريا ونسي أن الديموقراطية هي حق الفرد بالحرية الذاتية #سعوديات_نطالب_باسقاط_الولايه7	POS
#سعوديات_نطالب_باسقاط_الولايه7 لا تسقطوا حقوق الولايه ولا تتمردو ع الدين بل فقط امنحوها الحياه لتعيشها	NEG
مجموعة من الهمج يطالبون بأسقاط الولاية لايمثلون السعوديات الخروج عن طاعة ولي الامر محرمه يامتعلمين يادكاتره!! #سعوديات_نطالب_باسقاط_الولايه7	NEG
الحمدلله عايشين بعز ومعزه من خرجنا على الدنيا واللي مو عاجبه ارض الله وسيعه ومن يطالب اعداء للدين #سعوديات_نطالب_باسقاط_الولايه7	NEG
لم يقر الشرع اي ظلم على البشر سواء مرأه او رجل وظلم الرجل للمرأه موجود بالغرب اكثر مناانتم تريدون سفور المراه #سعوديات_نطالب_باسقاط_الولايه7	NEG
#سعوديات_نطالب_باسقاط_الولايه7 هذا شرع وما تحكم به الدوله و ٩٠٪ مقتنعين فيه وهاشتاقكم ذا لو يصير ترند سنه ماوصلتوا للي تبونه يا#بني_ليبرال	NEG
#سعوديات_نطالب_باسقاط_الولايه7 لا تطالبون بإسقاطها اذا كانت حجتكم المعنفات ..بل طالبوا المحاكم بعدم السكوت عن الحق والمماطله واصدارالاحكام	NEG
#سعوديات_نطالب_باسقاط_الولايه7 كل اللي يطالبون بالهاشتاق ذكور اذا عرف السبب بطل العجب	NEG
#سعوديات_نطالب_باسقاط_الولايه7 المفروض اذا طالبت المرأة باسقاط الولاية تلقائي تكون هي ولية امر نفسها ماتحول الا شخص اخر وهذه افضل للطرفين!!	POS
