	tweet	label
6450	القصة كلها كذب في كذب لا وجود لها لكن لاحظت كلمة(تغيب) جواري كوهين لهم فترة يُطالبون بإلغاء دعوة التغيب من الوالدين على ابنائهم و بناتهم مثل قصة إسقاط الولاية .	NEG
6451	#يوم_الرجل_العالمي اتمنى،ينشغل الرجل بنفسه وبتطوير منظومة قيم ومفاهيم لمعنى الرجوله بحيث تتناسب مع عصر مابعد أسقاط الولايه، فالماضي كانت الرجوله مرتبطه بكرامة الانسان والمنفعه المتبادله مع الجماعه.. وبالشجاعه والكرم لكن الصحوه حصرت الرجوله بسيطرته على نسائه.	POS
6452	لاننا نسمع القضايا بتويتر ولا نسمعها بالواقع .. بالاخير تشويه للمجتمع .. ولا احد قال اننا ملائكة سالفة ام تصير قواده على بنتها وتخلي ولدها هذي حتى بالغرب اللي فيهم اسوأ انواع القضايا ماسمعناها فما بالك بمجتمع محافظ ومجتمع قبلي ؟! الامر تعدى التشويه حتى يتم اسقاط الولايه	NEG
6453	#المغتصبه_حنين_حايل هذي روايه وقصة وضعها [ الليبراليون ] من أجل اسقاط الولايه.. صدق الله حين قال عنهم وعن أمثالهم { هم العدو فاحذرهم }	NEG
6454	طفله عمرها ٩ سنوات جاي تدربي راسك ماتدري عن السالفه وهل هي حقيقه او من وحي الخيال النسوي وتبي اسقاط الولاية عن الارواح بعد يعني من تولد يسقطون الولاية الله يسقط هالراس اي والله	NEG
6458	معقوله مافهمتو ان التاق كله فبركه لتشويه سمعت الشاب السعودي والهدف منه اسقاط الولايه ماتشوف التاق كله من خمة النسويات	NEG
6462	اخت لطيفه تعرفين جيدا ان النسويات يطالبن بإسقاط الولاية الكاملة كما أن مآربهن معروفه و تعدت المعقول والمخالف شرعًا اليوم إسقاط ولاية ولي امر الاسرة وغدًا إسقاط ولاية الحاكم وانتي عضو في الشورى !!!	NEG
6464	انا غير عن النساء لأن اتضامن معكم في هذا الموضوع مو سهل ما شفت بنت من دار راعية تكلمت معنفه انتم الي عايشات جو بتضامن وين المعنفه واتضامن معكم ! ما شفت إلا اطفال متضامنين يطالبون بشيء مو سهل و بخصوص اسقاط الولاية علقت على بايو وحده كاتبه لن تسقط الولاية ولا ما دريت عنكم	NEG
6465	بسم الله متاكد ان هذي تبغ إسقاط الولاية هذي وداك تتسقط عنة الأنوثة هذي	NEG
6466	كل مين يتكلم عن بيئته فهنام بيئات لاتعرف معنى الرجل ولا معنى المراة الامور عندهم مختلطة ومختلة فكريا وثقافيا واهلاقيا لذا ينادون باسقاط الولاية والعصمة ... وبالتالي ليس من حقهم اسقاط افاتهم على المجتمع السعودي الراقي بطبعه بالجملة	NEG
6468	والله كنت احبهم والعب معهم كوره لين المتوسط وقتها اخوي خلاني اتغطى بالغصب عشان كذا تلاقوني مع إسقاط الولايه	NEG
6469	بالضبط المجتمع فوق تعبنا هالسنين يواجه مطالبنا بكل قسوه واحتقار بس الا مايوصل صوتنا ،،مطالبنا مو اهم من اسقاط الولايه والسواقه الي خلوها لين وصلت	POS
6475	دعوا ربكم بالهدايه والستر وانكم ماتنعزمون بجمعة محور حديثهم عن اسقاط الولايه	NEG
6477	عاد من زينك تبين إسقاط الولاية .. من شاف وجهك عافك ..أطن اهلك متبرين منك وقد أسقطوها من زمان عنك	NEG
6481	لا بالعكس هذي نموذج حقيقي لما خلف مطالبات إسقاط الولاية والقيادة الخ...	NEG
6483	ترا الأساليب هذه والله اعرفهن كنت اتناقش مع ملاحدة قبل سنين الحركات هذه والأساليب حافظهن،خذ يا روح ماما ما يعنيني إسقاط الولاية يعني ما كنت اعرفها في ٧يوليو وتعرفت عليها من الملاحـაة وفجاة ٣يوليو له تغريدة يقول إسقاط الولاية هي تدمير للاهل	NEG
6485	وانتك كل شي اسقاط ولايه وش ها التفكير يعافب الاب صح بس تطالبون بسقاط الولايه الرجل هو نعمه هذا الحياه	NEG
6487	السلق الاصفر يشبهون حقين أسقاط الولايه دائمآ معنفات بسبب الهلال #تجمع_الاوراويين_السعوديين39	NEG
6488	إذا هي حرمة خلي يصير عندك ولي وبعدين طالبي في إسقاط الولاية	NEG
6491	جعلهم الساعود الي ياكلهم مو كل السعوديات نفس طينتهم انا ماابي إسقاط الولايه ربي ياخذهم	NEG
6492	هاذي ايش باقي فيها أو عندها من الانوثه عشان تطلب إسقاط الولاية	NEG
6496	هذي هي فكرة النسويات ورطوا بنات خلق الله و مانبي وصايه خلاص طيب تحملوا دامكم ماتحتاجون الرجل تخيلوا لو كان معاها احد من محارمها كان شال الطاوله مو بس يساعدها والان تطالب من رجال اجانب يساعدوها وتدور شهامه ورجوله وعلوم رجال طيب وهاشتاق اسقاط الولايه وش نسوي فيه .	NEG
6503	النسويه تهدف لتوعية واعطاء النساء جميع حقوقهن بلا اجحاف او التعدي على الغير .. ومن يحتاج لولايه هو من علةٍ في عقله كالجنون أو نقص فيه كالطفل .. لو كان من قلة المروءه او من العقوق اسقاط الولايه فلما انت اخ عبدالله عندما بلغت سن ١٨ اسقطت ولاية ابوك عنك؟	NEG
6505	قد قلنا كثير ما تقدر الحرمة تعتمد على نفسها اذا اختلطت بالناس وبالحياة. خل اسقاط الولاية ينفعكم وخلي السواقة تنفعك لو انك في البيت معززة مكرمة والاغراض تجيك الى البيت وتجيك الى حدك.	NEG
6513	لا سبب وسبب مهم المراة ما تنفلة أذا قال الرجل لن تذهبي لاي مكان وفي وقت تسمع لكلامه وتطيع أما الان تقوله لا وألف لا.... ألا من هدى الله وسبب عدم تقبل الرجل الحر لما تريد انظروا محاكم الاحوال الشخصيه كلها نسوان شي مهول مفزع كله بسبب الاختلاف الذي سبببته اسقاط الولايه .	NEG
6514	يع تدعمينها على اسقاط الولايه	NEG
6515	#اقرار_اسقاط_الولايه_بعد_ال١٨ الى كل من يتنمر على المطالبين باسقاط الولاية واقرار سن الرشد ، هل يرضيكم وضع الفتيات ؟ و التعسير والظلم والحرمان من ممارسة الحياة الاجتماعية ؟ لا إسلام ولا منطق يقبل بهذا ! @Badermasaker @rbalsaud #اسقاط_الولاية	POS
6517	قال تعالى:(لا اكراه في الدين )حتى الدين لا يجبر احد باعتناقه و انت و امثالك تأخذون دور الوصي على احكام اجتهد فيها الفقهاء تظنون بصحتها ؟لستم رب الناس لتحاسبوهم؟!وقريبا سيتحقق #تمكين_المرأة فهي نصف المجتمع و تربي النصف الاخر و لا يكتمل تمكينها الا ب #اقرار_اسقاط_الولايه_بعد_ال١٨	POS
6518	السفر بلا محرم في حال عدم توفر المحرم و وجود الرفقة الآمنة يجوز ، الصحابيات زوجات النبي رضوان الله عليهن سافرن بلا محرم ، هل تعتقدين انت وامثالك احرص من رسول الله على أمته في دينهم. حبيبنا نهى عن التشدد و الغلو في الدين #اقرار_اسقاط_الولايه_بعد_ال١٨	POS
6519	كل ما ذكرته د اقبال لا يخالف الشريعة،اما ان ظلم النساء و عضلهن؟وزواج المسيار؟ و معاملة المرأة كناقصة ؟هو الشريعة و الدين بنظرك يا أ/ هدى وقريبا بحول الله سنسمع #اقرار_اسقاط_الولايه_بعد_ال١٨ بناتنا ونسائنا يستحقن الثقة و أكثر ولتنعم كل إمرأة بحقوقها الإنسانية بلا استغلال	POS
6524	ياناس استحى خلي رحمة الله تنزل علينا وربي نكم في نعمة شرع الله صار قلت ادب وحمير #اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
6525	تسقط الولاية و يلغى تصريح السفر ، وتنحل جميع مشاكل المرأة والمجتمع #اقرار_اسقاط_الولاية_بعد_ال١٨	POS
6527	هذا أحد شروط #الابتعاث_الخارجي لشركة نيوم والتي أُعلن عنها بالأمس ويخص الطالبات.. أتوقع واضحة للنسويات ودعاة الانحلال والانفلات الأخلاقي ومؤيديهم فلا تتعبون أنفسكم #اقرار_اسقاط_الولايه_بعد_ال	NEG
6529	اسقطوها نبي ندرس نبي نتوظف نبي نشوف الدنيا ونعيش #اسقاط_الولايه_بعد_ال١٨	POS
6531	#اسقاط_الولايه_بعد_ال١٨ إذا سقط الدور الأرضي لأي مبنى ، حتما سيسقط باقي المبنى.	NEG
6532	#اسقاط_الولايه_بعد_ال١٨ الواجب على من يهمه الأمر من مسؤولين أن يبحثوا عن من وراء مثل هذه الهاشتاقات التي تريد تفكيك الأسرة السعودية وتفكيك نسيجها .. حتما سيجدون أنهم من أعدائهم الذين يريدون إسقاط الولاية عنهم.	NEG
6537	استغرب صدق من اللي تطالب باسقاط الولايه وش تبين بعدسواقه وسقتي اختلاط مع الرجال واختلطتي عساك تنخلطين بطاحون ملاعب ودخلتي عبايه رميتيها وتكشف وتعري تعريتي وش تبين بعدوالله وبالله وتالله ماحد يخاف عليك وعلى شرفك غير ولي امرك ابوك واخوك وزوجك يالغبيه . #اسقاط_الولايه_بعد_ال١٨	NEG
6540	لابواكى على سعاتها عبء ابوى سينزاح ولاكن الثمن غالى صحراء جرداء يحسبونه حريه وهو سراب ومطيه لتوجه ابوى سيندم من يظن انه فسحة سيتخلى كل اب فيه اذاء اجبر على معظم حقوق الاسره وسيكون فى حل من مسؤلياته والضحيه من تنطلي عليه تلك الفكره .ابوى#اقرار_اسقاط_الولايه_بعد_ال١٨	NEG
6541	"و انا اقول يا محمد بن سلمان كيف تتفاهم مع المتطرفين بالمجتمع اللي يشوف تمكين المرأه و عملها و قيادتها وولايتها على نفسها ومالها وأطفالها ""تغريب و انحلال"" لا تحاول تقنعهم لأنهم مثل نظام إيران بالضبط بتفكيرهم المتطرف ويجب علينا محاربتهم فوراً #اقرار_اسقاط_الولايه_بعد_ال"	NEG
6545	#اسقاط_الولايه_بعد_ال١٨ يارب يتحقق يارب انت وحدك تعلم بالظلم و الجور الا ف بعض البيوت و الاهانه و الاحباط و الحرمان	POS
6546	المتأثرين بالفكر الصحوي يحتاجون علاجات نفسيه تعيدهم للحياة الطبيعيه #اسقاط_الولايه_بعد_ال١٨	NEG
6548	"اسقاط الخرافات المتبقية بمخك قريبا جدا"" ، منح المرأة حقوقها لا يعارض العفة والاحتشام #اسقاط_الولايه_بعد_ال١٨"	POS
6549	الصحابيات سافرنا بلا محرم فلا تألف على روسنا ! فلا تظن انت وامثالك افضل من عهد النبي واصحابه ،(المحرم ضروري واذا لم يتوفر و وجدت الصحبة الآمنة لا حرج ) والتصريح لايلزم السفر بمحرم ،لدي تصريح وأسافر من دون محرم ! #اسقاط_الولايه_بعد_ال١٨	POS
6551	#اسقاط_الولايه_بعد_ال١٨ انا فخورة جداً بولايه رجلٍ يخشى الله فيني وحكيم عادل قولا وفعلا.. واخوة لي عوناً وسنداً وذخراً احفظنا يا الله من شر خلقك وخبثهم واحفظنا بحفظك ياعزيز يارحيم ...	NEG
6553	#قرار_اسقاط_الولايه_بعد_ال١٨ انظروا من يريدون اسقاط الولايه هم عصابه تعمل لحساب جهات حاقده مقابل المال ويدعون بانهم سعوديات خبتم وخابت مساعيكم	NEG
6557	اقرار_اسقاط_الولايه_بعد_ال١٨ الفلوس فلوسها..اخوها يسافر على حسابها .. و اعطت ولي امرها فلوس عشان يوافق ع السفره..تخيل انك تعيش مع ناس اسمهم عايله يبتزونك مالياً ومافي احد ينصفك	POS
6559	"""الحجاب لا يحميني... بل يَمحيني... القانون هو من يحميك ويحميني ..."" ميسون #الحجاب #اسقاط_الولاية #اقرار_اسقاط_الولايه_بعد_ال١٨"	POS
6561	#اقرار_اسقاط_الولايه_بعد_ال١٨ هذا تفكير راعين اسقاط الولايه الله لا يبلانا	NEG
6563	يا ربي متى الخلق اللي أعيش معاهم وبينهم يوميا وما لي غناة عنهم يصيرون فعلاً بشر حقيقيين ؟ ليه مكتوب علي أعيش مع ناس قيدوا ابسط رغباتي في الحياة ودمروا كل شيء إيجابي في شخصيتي ليه انا مجبوره أعيش بهروب وخوف وكذب في ابسط جوانب الحياة .. #اسقاط_الولايه_بعد_ال١٨	POS
6566	إسقاط او تمكين مايهم .. اللي يهم ان النساء يحسن بحريتهن ببلدهن ، وآمل بالنهايه الافضل للجميع وحنا مالنا الا اننا نأمل. #اسقاط_الولايه_بعد_ال١٨	POS
6567	#اقرار_اسقاط_الولايه_بعد_ال١٨ مسألة وقت فقط وسينتهي قانون العار الذي يعتبر الأنثى قاصر منذ ولادتها وحتى الممات، سيسقط قانون الولاية الذي جعل امرأة بالغة عاقلة تتوسل موافقة ولي أمرها الذي قد يكون ابنها أحياناً!سينتهي هذا الهراء وسيذهب من دافع عنه إلى مزبلة التاريخ	POS
6568	﻿بالمناسبة المغامسي حرم إسقاط الولاية عن المرأة والدولة أقرتها	NEG
6570	اللي يطالبون بــ #إسقاط_الولاية_عن_المرأة اسمعوا هالكلام وفكروا زين قبل لا يجي يوم ماتقدرون تتحملون نتيجة مطالبكمpic.twitter.com/zriN9GnGCn	NEG
6572	السماح للمرأة بالقياده السماح للمرأة بالسفر دون اذن ولي امرها إسقاط الولايه عن المرأة انا: pic.twitter.com/qXsL1AWx3o	POS
6573	أصبحتُ حُره .. #إسقاط_الولاية_عن_المرأةpic.twitter.com/9JhPtfmhNb	POS
6576	رساله من مجربه فاضله الى كل اخت عزيزه انغرت بمايتحدث به أعداء المله وأعداءالوطن عن حرية المرأة وخروجها والتمرد على اهلها ومخالطة الرجال فماذاوجدت لم تجد إلا متاعب الحياه وعرفت فضل مملكتها تحت قيادة الرجل وحمايته لها من كل عابث حفظكم الله #إسقاط_الولاية_عن_المرأة #إسقاط_العبايةpic.twitter.com/Y3cXoGh8WR	NEG
6577	#إسقاط_الولاية_عن_المرأة #حقوق_المرأة هذا اللي تبونه يا خنازير	NEG
6579	#إسقاط_الولاية_عن_المرأة يدافع فالحد بدمه وحياته ،، ويدخلون بيته في ظهره ينزعون ولايته على اهله .	POS
6580	احسن غداء عمل بمناسبه إسقاط الولايه #أسهل_وصفة_للسعادة #إسقاط_الولاية_عن_المرأة pic.twitter.com/5PzCw2IEY3	POS
6582	#اختطاف_سايحه_سعوديه_بتركيا #إسقاط_الولاية_عن_المرأة تحملي مسؤوليتك	POS
6583	#إسقاط_الولاية_عن_المرأة - فرج رباني عن كل بنت سعوديه معنفه ومظلومه .. ! - نعمة الحريه .. نعمه الهيه للمرأة المسلمه فلتكن هذه النعمه في حدود رضاه ومرضاته !	POS
6587	#إسقاط_الولاية_عن_المرأة البنت المتربيه على القرآن والسنه مايهمها إسقاط ولايه ولا غيره. والبنت اللي تحب امها وابوه وعائلتها ماتوطي روؤسهم في الارض تسمى بنت رجال أما الذين يتغنون في تويتر وغيره باإسقاط الولايه اساس هم ليس سعوودين حقيقين اما مجنسين او اجانب اما بنت البلد ترفض	NEG
6588	#إسقاط_الولاية_عن_المرأة أساس الذين يفرحون بإسقاط الولايه عن المرأه هم الذين يردون تدمير المرأه والبنت المتربيه بنت الناس المحترمين لايهمها إسقاط ولايه او غيره ولا تلتفت لهذه الامور إسقاط الولايه يسمى بالعاميه أمشي على حل راسك	NEG
6589	إسقاط الولاية عن المرأة كوم وهذي المادة كوم ثاني .. (السماح للحاضن أو الحاضنة بإصدار و السفر بالمحضون) هذي المادة انهت قصص من المأسي عاشتها سيدات حُرمن من السفر لأن أزواجهن السابقين يرفضون سفر ابناءهم الصغار تعنتاً فتضطر الأم الحاضنة للجلوس معهم. #لائحة_الجوازات_الجديدةpic.twitter.com/2fA5v2pZYX	POS
6590	"#إسقاط_الولاية_عن_المرأة فخوره جدآ لاني تحت ولاية رجل حكيم وعادل بقوله وفعله ،وولاية من يخافون علي من اذى البشر وخبثهم وولاية من يفكر كيف يحافظ علي ويسندني ""أوعدك ياأبي لن أكسر تربيتك ولن أخالف أمر ربي فيك شيبات راسك هي نوري وحسّك هو استقامة ظهري"	NEG
6591	اذا كان هذا الخبر صحيح ان 1000 إمرأه سافروا فقط من منفذ الشرقيه هذا يعني ان المنافذ الأخرى فيها إعداد كبيره صدق الأمير نايف عندما قال من يريد إسقاط الولايه عن المرأه هو يريد تسهيل الوصول لها و هاذي البدايه فقط والقادم اسوء حسبنا الله ونعم الوكيل فيمن كان السبب https://twitter.com/SaudiNews50/status/1163777136597057536 …	NEG
6594	والله مااحد يهتم فيك ولاحد يداريك غير اهلك ووطنك وبلدك لايغرونكم ويبينولكم انهم مرتاحين وعايشين صح ٣لا غنى عنها -١الدين -٢اهلك -٣وطنك للعبرة #إسقاط_الولاية_عن_المرأة #انا_مغصوبه_علي_النقابpic.twitter.com/oClXYIeUwI	POS
6596	#إسقاط_الولاية_عن_المرأة اقنعني صراحه موسوس ويتعب من وسوسته وشياطين اللي تدور براسه والخبث اللي يمارسه يخاف بنته تسوي زي مايسوي هو من اللي لازم يتعالج ومن اللي ينقذنامن هالفئة المريضة الشككة وتبرر بعدين هاداخوف وحرص مش تسلط الله يسلط عليكم عزرائيل pic.twitter.com/TXO8DUrLbB	POS
6599	الأب سيدٌ في بيته كالأمير أو الملك على مملكته . فإن سقطت الولاية عن الأب سقطت سلطته ، وإن سقطت ! فانتظروا التي تليها . #إسقاط_الولاية_عن_المرأة	NEG
6600	كوني حرة بين انوثتك ِ وطموحك فلا احد يستحق العناء ان كان لا يحترمك ولا يقدر من انتِ #إسقاط_الولاية_عن_المرأة	POS
6601	تيسير الإجراءات الخدمية للمرأة لا يعن #إسقاط_الولاية_عن_المرأة كما يظن #النسويات فالمرأة حتى صومها تطوعاً يلزم إذن زوجها وسفرها لوحدها بغض النظر عن الآراء الفقهية لا يكن شرعاً بغير إذن وليّها والتقدم للحصول على جواز سفر هو إجراء خدمي وإن خالفت وليّها فهذا شأنها واخلاقها وذمتها	POS
6602	#إسقاط_الولاية_عن_المرأة حسبنا الله ونعم الوكيل pic.twitter.com/1nKIEwBf2u	NEG
6604	٢٥ مارس إعلان عاصفة الحزم ٢٥ أبريل رؤية ٢٠٣٠ ٥يونيو قطع العلاقات بين السعودية وقطر ٣١اغسطس ميلاد ولي العهد السعودي+إسقاط الولاية عن المرأة السعودية ٢٦سبتمبر يوم إدخال المرأة السعودية في مجلس الشورى في عهد الملك عبدالله وايضا السماح بقيدتها للمركبات في عهد الملك سلمان	POS
6605	إلى من تُطالب بإسقاط(الولاية) وإلغاء(القوامة)..! انظري كيف يحمي الرجال نسائهم حتى وهنّ يطفنّ في أطهر بقاع الأرض..!! #إسقاط_الولاية_عن_المرأةpic.twitter.com/fFcUW4xbKY	NEG
6609	أتحدى .. إذاكان فيهم لحية رجل . يعترض على إسقاط الولايه عن المرأه لاهو ولا اللي خلفو جد أبوه .	POS
6610	كل عام وأنتم بخير مواطنات كاملات الأهلية #إسقاط_الولاية_عن_المرأة	POS
6614	#إسقاط_الولاية_عن_المرأة وين كنّا ؟ ووين صرنا ؟ أبٌ يشقى ويتعب .. يتحمّل كل شئ من أجل لاشئ .. ثم يأتي من يطالب ويقول : أنت لا شئ .. بئست المطالب ..	NEG
6616	صاحب السمو الملكي الأمير فيصل بن محمد بن ناصر بن عبدالعزيز ( وحديث شيق عن إسقاط الولاية) #إسقاط_الولاية_عن_المرأة #مواقف_النظره_الشرعيهpic.twitter.com/AEX3E8jRDe	NEG
6618	"ناصر الصرامي يكتب عن السعودية: من يقف خلف "" #إسقاط_الولاية_عن_المرأة - CNN Arabichttps://arabic.cnn.com/entertainment/2016/10/19/saudi-woman-rights-opinion …"	POS
6624	إسقاط الولاية عن المرأة القطرية حق شرعي، واعتقال النسويات ماراح ينهي النسوية بالعكس راح يقويها ويلفت النظر أكثر عن القمع اللي تعانيه المرأة في قطر، كل الدعم والتأييد. #حقوق_المرأة_القطرية #اعتقال_نسويات_قطريات #متضامنه_مع_النسويات_القطريات	POS
6631	صاحبت تصرفات ميسوجونية قوانين #تمكين_المرأة اللتي حذتها المملكة الفترة الماضية، مثل تمكين المرأة من قيادة السيارة و سن قانون مكافحة التحرش و إسقاط الولاية عن المرأة البالغة. اذكر مثلاً السيدة اللتي حُرقت سيارتها العام الماضي؛ https://www.alweeam.com.sa/530359/%d8%b9%d8%a7%d8%ac%d9%84-%d8%a7%d9%84%d9%82%d8%a8%d8%b6-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d9%85%d8%aa%d9%88%d8%b1%d8%b7%d9%8a%d9%86-%d9%81%d9%8a-%d8%ad%d8%b1%d9%82-%d8%b3%d9%8a%d8%a7%d8%b1%d8%a9/ …	POS
6632	مهان وليس بإمره ونقص في رجولته فحقد وغيره هذا دينهم / اختلاط وفجور ووو .. الحمدلله على نعمة الاسلام (كرمها ) وصانها وزينتها فقط لبعلها . ولكن العابثين من الداخل ومن الخارج وبعض المجنسين والكارهين للدين ولبلاد الحرمين يسعون لـ #إسقاط_الولاية_عن_المرأة لتكون في #ولاية_ابليس	POS
6635	احبت الحرية حتى سلبت منها ....!! #إسقاط_الولاية_عن_المرأة pic.twitter.com/W8319UlufX	POS
6641	#اسقاط_الولاية_عن_المرأة_القطرية ستسقط رغماً عن أنف المتخلفين و الرجعيين .https://twitter.com/QTV__/status/1151518890192777216 …	POS
6645	الحين هم اسقطوا الولايه على السفر واستخراج الجواز باقي الزواج كل وحده تزوج عمرها ونفتك من همهم #الولي_للزواج_والسفر_ثابت #إسقاط_الولاية_عن_المرأة	POS
6649	#إسقاط_الولاية_عن_المرأة ياذي الولاية الي اشغلونا فيها تقول سقوط الأندلس ، من أول وانت رخمه ومسرحه عليك الغنم والان اتضح كل شي وخلك تبان على وجه أصبح ، وإلا لو لك شخصيه ومحترم حالك وأهلك مايأثر فيك قرار في بيتك ، وبنات الحمايل المحترمات كذلك مايلحقهن شك بأنفسهن ولا أهلهن .	POS
6650	لاعجب في ذلك سيدي فأمثال هؤلاء ومن يتبعهم من تبرير هكذا افعال والتطبيل والتزمير ل #إسقاط_الولاية_عن_المرأة هم نفسهم من كانوا يحرمون الجمع بين (الخيار والطماطم) بنفس الغرفة.!!!؟	POS
6651	ثقافة المنع وحراسة القطيع بادت يامن تتمسك بها ، ثورة وسائل التواصل الاجتماعي والتقنية والتطور الهائل حتى في القيم والعادات ، يوجب على كل أب ومربي تفعيل الرقيب الذاتي وبناء القيم من الداخل وتنميتها . كأنه يراه فإن ان لم يكن يراه فإنه يراه . #إسقاط_الولاية_عن_المرأة	POS
6653	رأيي بخصوص هذا الموضوع لن يقدم أو يؤخر، سواءً بالقبول أو الرفض وكل شخص أدلى بدلوه، من ناحيتي أنا أرى أن الموضوع أستُهلِك، إنتهى.. رُفعت الأقلام وجفّت الصحف. #إسقاط_الولاية_عن_المرأة	POS
6654	كلامك صحيح ، وللاسف لاني غامدي وابغى اتزوج تميمية ابوها رافض لاني مو نفس القبيلة ، المصيبة ان الواحد يشق وجيهنا بشهاداته ودراساته العليا وهو تفكيرة فعليا ضحل #إسقاط_الولاية_عن_المرأة بشكل كُلي مطلب مهم لحفظ حق المرأه بشكل اكبر	POS
6657	اتراكم زعجتونا من بعد #إسقاط_الولاية_عن_المرأة كلنا عارفين اغلب البنات اللي مبسوطين وفرحانين بتويتر ويعنني مناصره لحقوق المراه وواقعها ماتقدر تعتب عتبت الباب الا باستأذان من أهلها اسكتو بس	POS
6658	#ولاية_المرأة #إسقاط_الولاية_عن_المرأة #الحمدلله على نعمة الاسلامhttps://twitter.com/fahad01112/status/1158508061692190720 …	POS
6660	فقط العدل والاحترام من يفرض قوانية .. الرابطة الاسرية القوية والتفاهم لايفككة اي قانون #إسقاط_الولاية_عن_المرأة	POS
6661	تمنيت لو أبي يعود من قبره لأظل تحت قدمه الى ان ينقضي بي الأجل #إسقاط_الولاية_عن_المرأة	NEG
6663	#زوجه_ماتكفي_الحاجه اصلا بنات #إسقاط_الولاية_عن_المرأة لا يصلحن للزواج من اساسه	NEG
6664	#ولاية #ابوي #إسقاط_الولاية_عن_المرأة لو تغيرت القرارات ووصلنا لتطور الغرب من الحرية ما أستغنى عن ظلك وحكمك يا أجمل وأحن سند بالدنيا @AbdullahHothail	NEG
6665	#إسقاط_الولاية_عن_المرأة #إسقاط_العباية شيئان يحزنان: رجل لم يدخل المسجد إلا في جنازته وامرأة لم تستر نفسها إلا في كفنها اللهم استرنا فوق الارض وتحت الارض ويوم العرضpic.twitter.com/OrtCt8v0Za	NEG
6666	#إسقاط_الولاية_عن_المرأة لاتفكر بنفسك فقط بل فكر في المضلومة	POS
6667	ايه بس تم إسقاط الولايه عن المراة العاقله	POS
6671	ما قالت شيء خطأ أول مرة اتفق مع أفنان بشيء بصراحة اللي قالته ما يتعارض نهائيا على حصولك على التصريح #إسقاط_الولاية_عن_المرأة لا يعني إنهاء دور ولي الأمر بل يعني الاعتماد على النفس وإنجاز الإجراءات بكل يسر وسهوله ولكل ولي أمر محترم كامل التقدير والاحترام . . #افنان_الباتل_اخرسي	POS
6672	اللهم ارنا بصاحب هذا التاق #من_حقك_تطلعين_بدون_عبايه عجائب قدرتك وشل اركانه واخرس لسانه كنا نقول سابقاً لن يتوقفو عند مطالباتهم السابقه وهاهم يكشرون عن انيابهم شلة #إسقاط_الولاية_عن_المرأة اللهم ارنا بهم عجائب قدرتك ياربpic.twitter.com/l3G84MqGzr	POS
6674	إجراء سليم وحكيم، يفك الأذى عن المتضررة، لكن في الحالات الطبيعية الموضوع هذا ماشي فطريا المرأة تستأذن الرجل القريب منها لأنه سندها وعونها، فرقوا يا عالم بين العلاقات (التراحمية) والعلاقات (الندّية).. #إسقاط_الولاية_عن_المرأة	POS
6675	العقدالاجتماعية هي عبارةٌ عن مجموعة من القوانين اتفق عليها المجتمع تجاة المرأه بطرق غير شرعية تخوفوا من تعليم البنات واثبتن جدارتهن في جميع المجالات عارضو قيادة المرأه لسيارة مرت سنة على قيادتها واثبتت كفاءتها واليوم بعضنا يخاف من إسقاط الولاية في السفر #إسقاط_الولاية_عن_المرأةpic.twitter.com/ormitfFfev	POS
6678	#إسقاط_الولاية_عن_المرأة انا لو ان ابوي ماهوب رجال يمديني افرح في سقوط الولايه بس اللي أسمه ستر ويدينه ظلال يجعل مالي رااي من دون رايه.	NEG
6681	البعض يتوقع أنه راح تكثر حالات هجرة البنات بعد قرار إسقاط الولاية عن المرأه لكن أنا أتوقع العكس وهو أن الهاربات قبل من ظلم أولياء أمورهن راح يرجعون للبلد لأن اللي كان متسبب بهروبهن مايملك اليوم سلطة قانونية يستخدمها ضدهم وبالتالي اللي كانوا يخافون منه بالسابق انتهى ،،	POS
6685	#الولايه_سقطت #إسقاط_الولاية_عن_المرأة شكلنا راح نشوفها قريب يالربع جهزو حالكم pic.twitter.com/9W2GyxO1DL	NEG
6686	اسقاط الولاية هي نفسها حملة نظافة من اشكالك #إسقاط_الولاية_عن_المرأة	POS
6687	أخبث خلق الله القطريين هم أكثر من ابتز المملكة بقضية إسقاط الولاية واخرتها ما أسقطوها عن بناتهم #اسقاط_الولاية_عن_المرأة_القطرية	POS
6688	ربي يعينهم و يصلوا لحقوقهم #اسقاط_الولاية_عن_المرأة_القطريةhttps://twitter.com/roua_1919/status/1158091365768683522 …	POS
6689	#إسقاط_الولاية_عن_المرأة . . (يا أيها الذين آمنوا استجيبوا لله وللرسول إذا دعاكم لما يحيكم واعلموا أن الله يحول بين المرء وقلبه وأنه إليه تحشرون } . لا طاعة لمخلوق في معصية الخالق .	NEG
6690	الله المستعان اللهم اكعنا شر أنفسنا وشر الناس #إسقاط_الولاية_عن_المرأة	POS
6691	تمكين المرأه ؟! ماادري وش فرقها عن إسقاط الولاية عن المرأه ؟ مجرد تغيير مسميات وتضحكون على انفسكم . تمكين المرأه بانك تعطينها حقوقها اللي سلبت تحت مسمى الولاية ف مجرد مايتم إعطاءها حقوقها المسلوبه هنا يتم إسقاط الولاية على المرأه عموما سموها مثل ماتبون المهم انها سقطت .	POS
